-97,-14,1
94,-33,1
98,37,1
95,13,1
68,36,1
-58,3,1
69,17,1
75,-5,1
90,-68,1
-80,1,1
35,-32,1
28,42,1
-49,13,1
76,-44,1
-69,-50,1
45,-29,1
-17,-81,1
-43,-71,1
-54,20,1
-53,-44,1
29,39,1
-64,-60,1
-95,-48,1
-95,79,1
-61,-48,1
31,-88,1
9,60,1
31,-20,1
-26,-20,1
98,54,1
-72,-88,1
-30,-84,1
52,-38,1
-98,-83,1
-49,-54,1
51,-35,1
43,-21,1
-83,68,1
78,58,1
-8,-21,1
-98,-29,1
-16,66,1
97,-75,1
-83,26,1
-50,57,1
-30,16,1
69,-54,1
76,16,1
-37,-89,1
6,56,1
37,15,1
63,97,1
66,26,1
-2,-38,1
66,43,1
-91,-88,1
54,69,1
11,27,1
-26,-77,1
-78,55,1
-31,12,1
-18,-44,1
-96,6,1
10,-64,1
6,31,1
-48,-56,1
-9,40,1
23,18,1
28,-23,1
-30,-87,1
1,-7,1
93,-60,1
97,-13,1
60,-33,1
47,0,1
8,23,1
-28,95,1
53,-67,1
-74,-60,1
79,-12,1
59,74,1
26,-13,1
92,93,1
2,-41,1
-90,51,1
-2,1,1
-45,-25,1
-46,6,1
30,-84,1
-68,75,1
15,-39,1
9,84,1
9,96,1
-42,-67,1
-9,-98,1
99,-81,1
-16,-99,1
-8,41,1
25,15,1
-35,-84,1
76,39,1
-58,4,1
64,-56,1
-81,97,1
-5,6,1
88,-85,1
-63,-48,1
-85,-71,1
-82,14,1
32,-31,1
49,94,1
93,48,1
-64,60,1
-84,79,1
30,-93,1
-93,-58,1
-64,59,1
-76,74,1
-25,-77,1
80,-79,1
-35,82,1
57,-72,1
41,-29,1
10,94,1
21,75,1
83,27,1
23,95,1
-34,-7,1
-97,7,1
27,-85,1
45,-15,1
-54,-14,1
-55,63,1
-12,39,1
-96,-93,1
24,37,1
78,81,1
-60,22,1
-70,1,1
-25,8,1
-28,-82,1
7,-31,1
16,-73,1
-64,16,1
10,83,1
-77,-73,1
-6,48,1
-11,-29,1
-22,-52,1
64,-87,1
75,-1,1
76,11,1
-68,13,1
-30,36,1
51,40,1
14,23,1
-52,-24,1
32,-98,1
94,-67,1
-90,-92,1
-51,81,1
74,61,1
-16,86,1
21,-78,1
-4,-52,1
-35,-83,1
46,-17,1
-61,-55,1
-69,-34,1
85,-13,1
-41,-64,1
-24,23,1
12,-4,1
47,83,1
42,91,1
24,30,1
-31,-62,1
65,-40,1
-22,44,1
69,-31,1
26,-100,1
-92,82,1
0,-54,1
-16,-61,1
-35,25,1
-48,-5,1
22,3,1
-5,-14,1
25,29,1
10,-14,1
24,-71,1
-86,24,1
-74,71,1
-30,68,1
-55,19,1
6,97,1
1,-93,1
-59,26,1
-81,-8,1
0,-95,1
71,11,1
